Geneid	incl0801.srt.bam	incl0802.srt.bam	ivcl0801.srt.bam	ivcl0802.srt.bam	incl1601.srt.bam	incl1602.srt.bam	ivcl1601.srt.bam	ivcl1602.srt.bam	incl3201.srt.bam	incl3202.srt.bam	ivcl3201.srt.bam	ivcl3202.srt.bam
LOC101114685	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609664	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609660	0	0	13	0	0	0	2	2	0	0	0	0
LOC101114176	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113920	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2A	251	935	1072	1834	240	425	1397	1088	8	44	371	547
ORC4	538	2510	3279	4307	1905	466	4704	5366	251	1646	1146	2324
LOC106990963	59	213	131	154	144	94	215	162	2	9	81	79
MBD5	41	50	702	674	156	283	1027	593	0	15	507	436
LOC105609641	938	1375	3005	1799	1276	1073	4130	1613	0	0	410	1087
EPC2	247	527	488	103	263	219	529	295	78	346	96	160
KIF5C	367	785	988	993	222	95	1457	1232	0	0	628	885
LYPD6B	0	138	9	95	52	0	210	98	0	0	143	164
LOC105609631	0	29	0	11	4	0	45	95	0	0	0	51
LOC105609628	0	0	0	0	0	0	2	0	0	0	102	0
LYPD6	141	169	209	206	42	66	130	33	7	0	324	36
MMADHC	100	335	88	73	315	329	241	181	301	2564	34	195
LOC106990962	0	0	1	0	2	0	0	1	0	0	6	0
LOC105609614	0	0	36	56	0	0	14	0	0	0	77	0
LOC101120636	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113135	12	6	0	9	8	5	7	11	2	8	6	10
RND3	1676	1221	2179	5118	1465	1094	550	2220	56	1368	3062	2226
LOC105611847	2954	1792	339	75	1591	2003	385	1573	666	8116	486	705
RBM43	0	0	0	0	0	0	0	0	0	0	0	0
NMI	0	0	71	37	103	36	109	58	0	182	0	0
LOC101112890	0	0	0	0	0	0	0	0	0	0	0	0
TNFAIP6	641	41	44	1660	536	404	273	26	0	0	941	853
RIF1	41888	25300	8634	1128	33498	18540	6681	12337	1440	7187	10226	15738
LOC105609580	8	0	24	0	0	0	8	0	1	2	0	0
ARL5A	157	323	241	311	272	275	426	355	30	149	224	505
CACNB4	0	0	0	0	2	0	0	42	0	0	20	0
STAM2	3280	7395	7692	7357	5465	4981	12292	7435	235	1933	3857	6101
LOC101112634	0	0	1	0	0	0	0	1	0	0	0	0
LOC105609567	0	0	0	0	0	2	0	0	15	82	0	0
LOC101117395	171	127	256	99	292	160	343	336	51	565	314	749
FMNL2	3508	2890	6142	5748	3800	2129	10951	6285	240	186	9266	7723
PRPF40A	41346	34677	44047	49535	34633	18264	53205	50222	1362	9811	38668	42559
ARL6IP6	2548	5742	2232	4230	6190	4163	2301	5501	170	1560	1414	3390
LOC101115858	1	0	2	1	0	0	0	0	81	878	3	0
GALNT13	523	51	890	711	243	260	1398	620	729	3114	402	168
LOC101115346	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ3	0	2	139	60	0	0	75	31	2	0	64	30
NR4A2	0	0	1194	280	95	80	86	62	0	31	507	69
GPD2	1507	809	2597	2020	261	119	8733	2176	437	1906	1653	2801
LOC105613022	0	0	0	0	14	0	0	0	0	0	0	0
LOC105607991	0	0	0	0	0	0	0	0	0	0	0	0
GALNT5	0	129	1115	91	23	0	1178	546	0	0	674	94
ERMN	0	0	0	0	0	0	0	0	0	0	0	0
CYTIP	0	0	12	0	0	0	0	0	0	0	0	0
ACVR1C	36	170	98	39	4	4	129	143	0	0	68	132
ACVR1	2427	1412	3125	1151	1637	1249	5837	2402	68	523	3524	865
LOC106990960	1	0	0	0	0	0	0	0	0	0	0	0
UPP2	238	115	340	130	10	4	1519	315	0	0	20	144
CCDC148	312	784	734	748	525	850	1139	1422	4	0	281	1084
PKP4	229	1289	2377	2308	415	524	2429	2518	34	398	1440	895
DAPL1	171	109	190	197	110	290	361	364	0	0	75	107
LOC105607993	0	0	1	0	0	0	0	0	0	0	0	4
TANC1	381	209	1369	1067	213	290	1519	1226	8	219	631	1145
WDSUB1	497	263	900	888	463	238	2804	2970	10	18	1173	750
LOC106990959	0	0	0	0	0	0	0	0	0	2	0	0
BAZ2B	284	555	1173	1334	690	345	4067	1943	2	98	1104	1756
LOC101111351	0	0	0	0	0	0	0	0	0	0	0	0
LOC105611842	0	0	0	4	3	0	1	2	0	0	17	3
7-Mar	16994	10935	5276	4081	13045	6354	6268	5799	511	2392	5561	14378
LOC101109941	2277	1765	3456	3415	2267	1004	3965	3390	16	89	2376	3670
LOC106990958	14	4	7	23	12	0	0	16	0	0	0	0
PLA2R1	2	32	0	0	0	0	0	0	27	3	44	0
ITGB6	5	0	115	348	62	0	52	59	0	22	108	33
LOC101109676	0	0	0	0	2	0	0	0	0	2	0	0
LOC101109418	0	0	0	0	0	0	0	0	8	0	0	0
RBMS1	921	930	2694	1858	396	689	864	1913	280	1217	1342	1361
LOC105609411	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108889	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609407	4	0	33	0	10	0	0	0	0	14	1	0
TANK	3146	3834	1071	1219	4935	3300	1562	2284	189	1369	1543	1747
LOC106990956	34	2	17	0	0	0	35	6	0	0	31	31
PSMD14	26195	28597	10818	7993	33971	22620	13466	16650	1953	12981	8915	16078
TBR1	0	0	8	0	0	9	8	0	0	0	0	6
LOC105608001	0	105	0	0	0	0	0	0	12	0	0	2
LOC105609392	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A10	0	0	0	24	0	1	0	0	0	0	15	20
DPP4	261	2218	5018	4414	1839	1521	1979	2889	0	58	993	1484
LOC106990955	0	0	0	0	0	0	0	0	0	0	0	0
GCG	116	44	0	0	20	74	2	24	0	0	0	2
FAP	111	114	334	471	347	44	235	592	0	0	18	183
IFIH1	0	0	0	0	0	0	0	0	0	6	0	51
GCA	260	898	16090	6981	1227	602	26659	7429	87	0	10851	8401
LOC106990539	0	0	0	0	0	0	0	0	0	0	0	0
KCNH7	0	0	40	2	0	5	0	30	0	0	0	0
FIGN	396	694	1212	650	449	403	1197	1152	23	272	2618	949
GRB14	0	1	52	0	0	0	9	16	0	0	0	35
LOC105609347	0	0	0	0	0	0	0	0	0	0	0	0
LOC101110574	28	0	26	55	33	0	239	172	2	2	77	64
LOC106990954	0	0	0	0	0	0	0	1	4	21	0	0
COBLL1	3498	3968	12235	7355	2456	1868	13287	9386	2228	6704	14509	7007
SLC38A11	195	681	200	252	144	75	160	24	25	393	114	245
SCN3A	0	0	0	0	6	0	25	0	0	0	39	3
SCN2A	2	34	136	17	2	33	13	15	20	0	25	108
LOC105611603	0	0	0	0	0	0	0	0	0	0	0	0
CSRNP3	0	1	257	2	2	0	320	98	0	0	261	2
LOC105609319	0	0	0	0	0	0	4	20	6	0	0	0
GALNT3	0	0	31	32	0	115	31	63	315	901	24	0
TTC21B	692	355	1376	1135	857	558	3525	1224	36	252	589	1596
SCN1A	51	290	806	585	378	267	575	470	0	0	1034	346
LOC105609313	2	0	14	32	0	0	0	2	8	0	2	245
SCN9A	809	923	789	437	408	282	1091	666	18	28	2977	3069
SCN7A	377	85	63	0	2	0	0	265	0	0	132	227
LOC101109253	0	2	0	0	0	0	0	0	0	0	0	0
XIRP2	0	0	156	84	10	0	156	205	0	0	0	449
LOC106990335	4	4	3	5	41	22	17	17	12	77	23	39
B3GALT1	152	172	914	567	258	609	191	1109	0	0	636	341
LOC105609277	297	471	105	442	391	344	293	490	35	102	386	105
LOC106990334	9	0	0	0	0	0	4	0	3	0	0	0
STK39	1161	2827	4581	6014	2033	1159	6187	5458	58	132	2517	3977
CERS6	0	0	0	30	0	0	1	0	0	0	0	0
NOSTRIN	0	0	0	0	0	0	0	0	16	2	0	0
SPC25	1969	4841	792	1217	3652	4455	899	1327	372	2181	2	885
G6PC2	0	0	0	0	0	0	0	0	0	0	0	0
ABCB11	0	0	0	476	0	2	0	11	15	0	10	0
DHRS9	0	0	0	0	2	1	0	0	59	218	0	0
LRP2	3781	5265	4005	8926	4222	2786	13128	7647	4144	9210	2012	5101
BBS5	260	857	2438	3057	1041	751	5135	3271	28	271	914	1599
LOC105609238	0	1	1	1	0	40	15	10	0	0	1	0
KLHL41	0	0	14	0	0	7	14	42	0	0	6	92
FASTKD1	224	381	0	86	160	388	98	166	179	856	0	106
PPIG	20472	12634	7018	3350	14870	10545	9829	8536	1116	5634	6693	7554
CCDC173	601	640	2356	1238	780	955	5354	2381	0	38	1085	729
PHOSPHO2	2434	1551	2719	2157	2153	2170	2797	3058	80	558	1848	3479
LOC101118851	0	205	38	40	29	69	0	10	0	73	1	68
LOC105607489	0	0	2	0	0	0	0	0	0	0	0	0
SSB	5051	6333	4703	2483	10602	8495	3019	5388	347	3115	7693	6449
METTL5	0	52	132	89	242	68	133	306	407	2884	81	82
LOC105609182	18	0	0	0	7	0	2	0	0	6	1	14
UBR3	440	616	900	673	544	228	1666	781	93	276	340	768
MYO3B	393	389	871	943	229	517	1365	1414	6	2	613	750
LOC105607491	0	0	19	10	0	0	2	15	0	0	0	0
SP5	6	8	170	8	6	0	9	1	3	8	328	70
ERICH2	1636	573	257	203	706	1047	240	149	10	253	102	519
GAD1	285	173	906	1113	179	132	1165	529	14	31	810	370
GORASP2	480	2791	5052	5467	799	994	3196	5201	111	1759	2771	1194
LOC105607494	0	0	0	0	0	0	17	0	0	28	0	0
TLK1	511	717	781	969	680	476	1366	981	235	567	702	1186
METTL8	4	335	1311	1046	263	110	924	1109	86	576	251	369
DCAF17	94	204	1078	1243	266	355	1557	1041	58	705	608	527
LOC101107174	1	0	0	1	1	0	1	0	0	0	0	0
LOC101106919	4142	10476	31130	23893	5919	5233	53785	21168	8	6	17081	14059
DYNC1I2	6726	16071	16296	30034	10869	8480	25511	27067	989	7749	15001	13091
LOC105609145	0	0	0	0	0	0	0	0	0	0	26	0
SLC25A12	1481	1343	773	1679	1114	1354	2507	1578	0	0	1136	1494
HAT1	88355	76431	5459	2774	59223	52439	2059	16005	602	5964	2754	9858
LOC105607499	0	0	0	12	2	0	4	0	0	0	0	0
METAP1D	0	2	24	2	18	0	43	13	70	623	141	8
DLX1	0	0	0	0	0	0	12	0	0	0	12	4
DLX2	0	0	2	1	0	0	0	0	0	0	7	5
ITGA6	825	1262	2640	3106	1523	636	8127	3242	53	225	2067	2943
PDK1	1083	102	894	518	981	766	1429	1011	23	71	826	1153
LOC105607500	211	478	16	11	126	167	25	60	67	384	16	4
RAPGEF4	982	711	183	789	74	322	814	680	1	0	200	291
LOC101111776	262	192	928	690	88	268	1418	956	411	1783	180	673
CDCA7	2625	3320	9055	11694	2394	2650	15633	9876	206	3003	7486	5861
SP3	760	886	502	364	617	649	657	586	101	556	403	646
OLA1	3885	3693	5799	3243	2447	2023	8406	3884	264	2154	5896	5587
LOC106990916	0	14	0	0	24	10	0	0	0	0	0	0
SP9	0	3	49	61	0	4	19	20	0	0	43	37
CIR1	4566	3996	3450	4065	3459	4685	5055	8073	592	2569	2125	3286
SCRN3	203	79	944	1042	132	121	1215	504	8	67	197	284
GPR155	7388	5393	1029	972	4443	2587	656	927	57	480	2071	3510
LOC105609085	0	0	0	0	0	0	0	0	0	0	0	0
WIPF1	60	86	306	63	44	36	300	230	458	1100	0	209
CHRNA1	18	40	22	103	143	17	7	2	0	0	4	106
LOC105607505	0	0	5	6	2	2	0	0	2	2	0	4
CHN1	690	1093	2082	2043	1014	704	1348	1868	30	92	1398	556
LOC101109332	0	0	0	0	0	2	0	0	0	0	0	0
ATF2	16289	22636	28727	44500	16739	17671	42923	32189	106	937	23001	39902
ATP5G3	5434	6544	5648	4354	7425	6396	8381	9762	11127	74592	2690	3204
LOC105611827	0	0	0	0	1	0	0	0	0	0	0	0
LOC105609068	0	0	0	0	0	0	0	35	0	0	0	0
KIAA1715	325	714	1135	803	323	375	1256	834	58	268	575	431
LOC101107331	0	0	0	0	0	0	0	0	0	0	0	0
EVX2	0	4	0	0	0	0	0	0	0	0	0	0
HOXD13	0	0	2	0	42	0	47	153	0	40	8	42
HOXD12	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104380	2	75	4	0	28	0	2	7	0	0	0	0
HOXD10	0	13	0	0	0	0	0	0	0	0	0	0
HOXD9	62	108	219	226	66	36	186	272	16	40	216	62
HOXD8	141	771	1394	1572	647	587	910	1157	12	168	1212	828
LOC105610367	0	0	3	0	0	0	0	0	0	0	0	0
MIR10B	0	0	1	0	4	0	0	7	0	0	8	0
HOXD3	0	152	266	181	32	14	151	191	0	4	71	15
LOC105609054	25	244	795	488	26	22	311	392	0	0	265	82
LOC105609052	2	24	73	90	13	12	83	101	0	0	21	58
HOXD1	4	125	63	56	14	83	92	141	0	0	38	38
MTX2	215	1088	714	644	354	390	1959	1110	1033	6854	184	435
LOC105609047	2	0	0	0	0	0	1	0	0	0	0	0
LOC106990953	0	0	0	0	2	0	24	0	0	0	0	6
LOC105609042	52	52	6	0	0	0	4	0	0	0	0	0
LOC105609044	2	0	0	10	0	0	2	0	0	0	0	0
LOC105609040	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA3	17182	13253	16348	8325	9848	8753	24938	13038	1715	8658	16720	16491
NFE2L2	22	294	130	193	0	2	48	229	215	1484	110	31
LOC105609024	2	1	0	0	1	1	0	0	0	0	6	1
LOC105611819	0	0	0	46	10	0	0	0	0	0	46	0
LOC101104805	162	63	8	1	91	52	0	19	8	53	62	53
LOC105609012	138	196	375	505	104	132	499	791	25	0	215	88
AGPS	10238	9081	5818	3881	7851	6086	8992	6835	264	1618	4888	6906
LOC101104297	0	378	1038	1188	8	235	688	791	15	15	149	290
LOC101104041	44	11	238	16	61	71	146	111	22	95	2	107
PDE11A	83	799	2226	1269	185	623	989	712	0	15	773	242
LOC101103784	26	87	67	36	115	22	133	205	0	0	14	86
RBM45	1490	1826	1053	1198	1738	1690	1817	2791	201	1196	690	709
LOC101102627	81	35	11	12	86	46	2	25	6	14	13	41
OSBPL6	79	270	713	545	348	140	958	812	2	6	435	400
PRKRA	101	169	340	378	172	112	644	332	63	415	322	232
DFNB59	41	28	63	53	10	0	95	18	4	0	10	0
FKBP7	56	193	28	20	154	22	70	168	18	23	30	18
LOC106990574	0	0	0	0	0	0	0	0	2	0	0	0
PLEKHA3	384	264	548	483	451	122	814	752	314	1567	222	0
LOC101102375	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608964	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990951	0	0	0	0	0	0	0	0	0	0	0	0
TTN	2018	2085	5181	5626	1580	1010	10523	5719	22	30	9622	4403
LOC101122330	1193	1514	1918	1862	1486	1200	6161	2318	398	2720	2178	2443
CCDC141	152	281	660	722	305	165	379	682	2	0	490	258
LOC105608952	0	0	0	0	0	0	0	0	2	0	0	0
SESTD1	2138	1316	4122	3332	1519	1190	8033	3871	58	234	4117	3046
LOC105608951	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608949	0	0	0	0	0	10	0	29	0	0	0	17
LOC105608948	0	2	0	36	0	2	0	0	0	0	1	0
ZNF385B	1	3	86	81	8	47	151	127	0	0	22	104
CWC22	4164	2011	2026	1748	4598	1711	4665	2416	349	1713	2214	2057
LOC105608946	602	913	1189	833	799	925	2062	661	1	0	615	548
LOC101121318	677	511	1095	646	416	313	1527	761	9	135	1042	982
LOC101102129	0	0	0	0	0	0	0	0	0	0	0	0
UBE2E3	1749	3144	2679	3972	1710	1810	5149	3826	789	6182	1965	3367
LOC105608940	397	784	535	1377	1106	473	1955	797	126	346	872	940
LOC105608938	0	0	0	0	0	0	50	0	5	0	0	0
LOC105608936	0	3	0	0	0	0	0	0	0	0	0	0
ITGA4	4	0	0	28	0	0	8	0	0	0	0	0
CERKL	46	185	117	230	450	210	305	254	0	57	66	292
NEUROD1	0	94	1	0	0	0	28	0	0	0	0	144
LOC105608929	2	122	2	76	198	138	55	84	0	0	53	78
LOC105608924	0	0	104	7	2	1	208	45	16	0	68	21
LOC106990904	0	0	3	0	0	0	0	0	0	0	0	4
LOC101120052	8707	11875	15364	11384	9546	7963	28296	12340	42	112	21870	21966
PPP1R1C	0	0	155	0	0	0	0	23	0	8	0	2
PDE1A	38	31	137	0	2	0	65	2	0	0	0	107
LOC101119111	6108	5891	1003	677	4191	6724	441	2323	554	3806	537	792
DNAJC10	1568	1183	1529	1830	1173	624	1896	1500	131	2221	896	1951
LOC105608906	103	422	151	129	444	249	156	177	181	811	68	125
FRZB	605	386	472	172	246	368	477	107	0	0	464	247
LOC106990903	4	1	0	0	3	0	0	0	0	0	0	0
LOC106990360	20	28	6	0	14	0	0	0	0	6	13	0
NCKAP1	5388	3881	4379	3720	3420	2047	5925	4201	191	1738	5191	5918
LOC105608904	0	1	2	3	0	27	0	0	0	0	0	3
DUSP19	1339	1488	2570	3334	2583	2831	5707	339	162	1408	1036	2981
NUP35	13547	23966	31800	39474	22309	19138	87283	58857	452	4028	13397	28118
LOC105608895	1	8	5	1	12	0	9	0	0	33	19	47
LOC105608898	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608900	0	0	54	1	0	1	17	10	0	0	0	0
LOC105608896	269	308	637	43	434	115	335	302	6	52	24	93
LOC101116801	0	6	32	12	0	0	48	36	0	28	14	29
ZNF804A	0	319	108	140	0	0	55	32	66	61	58	4
LOC101121406	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608888	0	0	0	0	0	0	0	0	0	0	0	0
FSIP2	24	73	131	64	4	1	79	81	2	0	15	80
LOC101122056	208	217	86	77	299	153	335	213	43	405	178	93
LOC101120641	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H15	6157	13989	8890	9210	12202	10686	9778	10986	628	5093	5042	6639
ITGAV	741	878	267	41	303	610	309	123	47	541	274	596
FAM171B	3508	3549	9398	7995	1742	1607	19106	8984	4	147	10288	5831
LOC105611807	0	0	0	0	0	0	0	1	0	0	0	0
ZSWIM2	33	16	0	4	11	48	6	11	0	0	24	38
LOC105608872	0	0	0	0	0	0	0	0	5	0	0	0
CALCRL	0	0	60	0	0	0	0	0	4	0	0	360
TFPI	0	0	0	0	24	0	0	0	32	47	0	0
LOC105608852	477	1030	883	381	1678	1265	2627	697	60	1274	213	408
GULP1	42	0	0	1	16	0	0	0	75	537	0	3
LOC101120147	0	0	0	0	0	0	0	0	0	0	0	21
COL3A1	60	0	74	0	86	92	0	0	0	0	0	8
COL5A2	0	8	0	0	64	0	0	0	4	64	0	4
WDR75	6881	3388	5766	6276	6295	4350	10615	9652	278	3758	5395	5116
LOC105601955	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119622	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608837	0	0	0	0	0	0	0	0	0	0	0	0
SLC40A1	555	475	1045	1306	251	330	5146	2310	30	0	4376	1061
ASNSD1	4917	8269	7082	10061	9971	6484	10484	10781	804	7373	1752	10242
ANKAR	9	4	0	5	4	21	5	18	0	0	0	10
OSGEPL1	503	1199	66	16	1549	1533	32	200	272	1944	58	467
ORMDL1	30746	36434	42665	60023	27629	31064	95897	40779	263	3955	35090	69289
PMS1	167	276	590	583	235	354	1321	1029	83	522	321	364
LOC105608822	0	0	0	0	0	0	0	0	0	0	0	0
MSTN	0	0	0	0	0	0	0	0	0	0	0	0
C2H2orf88	0	4	7	0	3	0	24	0	4	0	0	0
HIBCH	19	144	9	0	143	116	26	18	36	286	0	1
INPP1	1502	2628	9692	12836	3761	3081	10104	21770	12	210	6217	5245
MFSD6	26	268	1374	1369	311	379	2179	1818	12	71	1195	606
NEMP2	111	139	400	233	66	82	922	472	64	167	950	389
LOC106990557	0	0	0	0	0	0	0	0	0	0	0	0
NAB1	98	195	104	166	58	100	573	290	132	573	190	73
LOC105608784	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608783	0	0	0	0	0	0	0	0	0	0	0	0
BIN1	0	1	20	8	1	0	26	62	11	76	87	20
LOC101118856	0	80	107	4	12	0	23	0	8	1	0	87
ERCC3	239	535	1140	1649	516	459	1435	1729	154	949	804	568
LOC106990950	7	31	0	0	239	17	0	0	41	782	0	1
MAP3K2	6	358	102	48	114	265	847	299	221	497	162	18
PROC	0	1	0	0	0	0	0	0	0	0	0	0
IWS1	6736	6334	14349	6873	7639	5046	15252	10016	540	4747	12285	16096
MYO7B	0	2	24	33	0	0	12	22	0	0	17	0
GPR17	0	0	0	0	0	0	0	0	0	0	0	0
LIMS2	0	0	48	107	0	0	0	0	72	126	117	0
LOC105608754	0	0	0	0	1	36	12	0	0	0	0	0
SFT2D3	6	20	0	0	20	4	6	34	30	281	0	10
WDR33	5029	6495	3742	2321	8346	2458	5057	7603	182	1180	3066	5159
LOC101108109	3	3	0	4	6	3	0	0	2	7	0	0
POLR2D	11356	15926	6721	1686	11740	10339	13100	9248	544	5875	3987	4730
AMMECR1L	2360	4142	6282	3007	2131	1436	2720	6470	172	1418	6088	2534
LOC105601854	18	3	174	31	27	18	99	97	75	454	17	257
SAP130	3820	3433	6778	6251	2167	1737	7341	5730	170	876	10855	5339
LOC105608734	162	388	371	326	390	561	510	373	67	423	1788	123
UGGT1	63	47	273	389	95	99	575	531	49	125	240	448
LOC105608731	0	0	0	0	0	0	0	0	0	0	1	0
HS6ST1	0	0	0	0	0	0	0	0	0	0	3	0
LOC105610849	2	0	16	0	0	0	4	8	0	0	0	0
LOC105608728	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608719	0	0	0	0	0	2	0	0	0	0	0	0
LOC101117569	0	0	0	0	0	0	0	0	0	0	0	0
LOC101106660	1	0	0	0	0	0	0	0	0	0	0	0
LOC105608706	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608704	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990902	0	0	0	0	0	0	0	0	0	0	0	0
LOC101106402	0	0	0	0	0	0	0	0	0	0	0	0
LOC101106144	5	11	9	11	10	10	3	19	10	87	8	15
LOC105608693	0	0	0	0	0	0	15	0	2	1	92	0
PLEKHB2	340	1251	4524	3873	756	775	11563	4653	283	1734	4989	2445
FAM168B	439	881	3221	3018	477	153	2806	1292	150	1049	3130	1079
ARHGEF4	0	9	15	0	28	1	0	33	7	67	0	0
AMER3	0	0	0	0	1	0	0	0	0	0	0	0
LOC105611782	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104460	0	0	0	0	0	0	0	0	0	4	0	0
PTPN18	408	499	555	512	556	566	1152	520	77	354	611	643
IMP4	448	448	425	495	848	925	352	680	253	3804	774	430
CCDC115	2550	3383	8626	8094	2159	1999	7866	6352	189	3907	5011	2861
TUBGCP5	1110	1825	1122	1469	2382	1474	827	1413	218	1509	1325	1657
CYFIP1	1785	1345	4946	3390	715	1277	4116	3446	339	1902	4716	2583
NIPA2	2270	4510	1564	1461	1667	1741	2315	1764	239	1062	1809	1830
NIPA1	0	0	0	0	0	0	0	0	0	0	0	72
LOC101102534	657	401	975	650	868	617	1262	745	205	969	880	484
OCA2	0	0	517	174	1	0	327	488	0	6	112	17
LGSN	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116291	0	0	0	0	0	0	0	0	24	0	0	0
LOC101123441	0	2	37	102	19	16	4	75	40	165	1	0
LOC101123184	337	284	34	19	233	211	29	32	100	390	18	20
LOC105612221	1086	195	17	50	447	302	0	267	0	0	100	147
LOC105612222	0	0	0	0	0	0	0	0	0	0	0	0
MFSD14B	1097	3276	2268	2793	2180	2311	3073	2578	62	713	1992	1707
LOC105608664	0	0	0	0	0	0	0	0	0	0	14	0
ANXA10	0	0	0	0	0	0	0	0	0	0	0	26
LOC101115261	0	0	0	0	0	0	2	0	0	0	0	10
LOC105611786	0	111	398	548	0	1	193	413	0	0	246	166
LOC101122413	66	422	2037	1899	44	70	1104	863	30	483	3067	631
CBR4	97	40	33	74	10	30	176	117	43	493	32	102
SH3RF1	86	242	799	255	132	97	360	437	6	134	529	561
NEK1	1483	89	820	628	255	187	3462	792	77	335	1598	988
LOC106990948	53	48	111	99	40	45	500	327	14	54	51	184
CLCN3	8	22	113	97	28	25	328	178	16	75	125	138
C2H4orf27	2127	3467	8043	9634	4216	1699	17121	8462	529	4687	2175	5177
MFAP3L	2263	3455	6361	4968	2476	1593	4101	4278	103	76	4701	2041
LOC106990569	73	43	136	90	89	5	215	128	10	0	58	103
AADAT	260	742	2067	2600	758	649	743	1972	157	930	655	904
LOC105608622	8	22	73	57	29	38	176	136	35	602	22	65
LOC101121401	4	8	2	1	4	4	0	9	1	12	3	2
LOC105608625	0	0	4	0	0	0	0	0	0	0	0	0
LOC105611777	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608595	0	0	0	0	0	0	0	0	0	0	0	0
GALNTL6	12	39	96	22	48	23	69	137	0	0	27	2
LOC105608592	0	0	0	0	2	0	0	0	10	108	0	0
GALNT7	250	537	1129	355	274	723	1350	597	138	1568	993	568
HMGB2	7350	13117	13790	13480	14488	8358	17998	14121	520	9217	16543	15682
LOC105608589	23	2	2	0	0	0	0	3	1	4	3	0
SAP30	317	160	98	140	172	114	127	187	25	92	137	187
LOC105608588	206	2	0	0	7	48	8	0	4	2	0	0
HAND2	280	0	114	24	120	0	0	7	0	34	160	32
LOC105608584	50	20	4	13	54	34	21	14	0	8	37	16
LOC106990444	0	0	0	71	115	8	0	0	0	0	82	144
FBXO8	1615	6729	3091	3550	5877	4749	5226	5328	55	235	3655	4495
CEP44	5022	6185	6089	11717	5839	6208	15918	8696	107	1399	5937	11777
LOC101113210	0	0	0	0	0	0	0	0	0	0	0	0
HPGD	0	0	0	0	0	26	10	0	0	0	0	6
LOC106990533	0	0	0	0	5	1	0	1	0	0	0	0
GLRA3	0	0	0	0	0	0	0	6	0	0	0	14
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111942	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111693	0	0	0	0	0	0	0	0	0	0	0	0
DEFB134	0	0	0	0	0	0	0	0	0	0	0	0
CTSB	5101	6467	37273	56793	2101	2342	29846	29290	286	6188	47737	12104
FDFT1	1537	1473	720	516	2401	1689	293	833	178	376	576	662
NEIL2	2137	3040	9751	13795	1188	1507	18356	13425	84	1718	25747	11692
GATA4	0	36	430	784	0	1	67	101	3	97	299	112
BLK	152	130	576	448	78	100	639	115	0	0	582	662
FAM167A	0	1	46	7	0	0	64	4	0	0	0	0
LOC101118164	1422	1906	7070	3786	616	1751	11014	6645	0	0	2134	3728
LOC105608545	30	9	34	158	201	33	16	20	0	0	142	98
MTMR9	779	857	698	758	786	524	864	583	61	336	234	425
LOC105608539	1023	1069	2486	2455	1040	1158	2520	2516	59	208	2114	2696
XKR6	0	0	16	11	0	0	89	23	0	0	17	0
LOC105608538	0	0	0	0	0	0	0	0	6	119	0	0
PINX1	603	1701	2328	1916	1120	967	2974	2989	114	1657	1469	813
LOC105608537	0	0	0	0	0	0	2	0	0	0	0	0
C2H8orf74	0	0	0	0	0	0	0	0	0	0	0	0
RP1L1	0	0	0	38	0	0	0	0	0	0	0	0
LOC101110127	0	0	0	2	0	0	0	0	0	0	0	0
LOC101109865	0	0	0	0	0	0	0	0	0	0	0	0
LOC101109597	0	0	0	0	0	0	0	0	0	0	0	0
MSRA	45	55	158	73	27	31	148	78	18	100	5	79
LOC101116964	5	15	16	15	16	17	19	11	13	46	9	3
LOC105608520	0	0	0	0	0	0	0	0	0	0	0	26
LOC105608518	1	2	1	1	2	0	1	0	0	2	0	0
KIF13B	823	56	1406	1259	646	480	4490	1650	195	433	1586	1762
HMBOX1	270	534	297	288	250	169	207	699	16	40	166	129
INTS9	896	1591	1737	5596	832	1039	10424	3282	154	1085	8231	4829
EXTL3	274	455	1934	2234	646	540	2026	1491	22	292	3141	804
LOC105611059	89	8	69	2	16	6	76	293	2	0	150	59
